data # struct_part # percentage
CC # S2 # 0.0019047619047619048
!D # S2 # 0.0009523809523809524
QRPX # S4 # 0.0035211267605633804
WRITING # S7 # 0.037037037037037035
PEYTON # S6 # 0.009009009009009009
FST # S3 # 0.0018726591760299626
YA # S2 # 0.0009523809523809524
NWO # S3 # 0.0018726591760299626
QBN # S3 # 0.0018726591760299626
GL # S2 # 0.0009523809523809524
EMKAY # S5 # 0.007246376811594203
ABEIS # S5 # 0.007246376811594203
NDRE # S4 # 0.0035211267605633804
@J # S2 # 0.0009523809523809524
JCMJ # S4 # 0.0035211267605633804
UDESH # S5 # 0.007246376811594203
__ # S2 # 0.0019047619047619048
___ # S3 # 0.0018726591760299626
____ # S4 # 0.0035211267605633804
_____ # S5 # 0.007246376811594203
______ # S6 # 0.009009009009009009
PLAN # S4 # 0.0035211267605633804
BI # S2 # 0.0009523809523809524
SM # S2 # 0.0009523809523809524
BY # S2 # 0.0019047619047619048
$R$ # S3 # 0.0018726591760299626
AAK # S3 # 0.0018726591760299626
SQ # S2 # 0.0009523809523809524
GRG # S3 # 0.0018726591760299626
_B # S2 # 0.0009523809523809524
MQH # S3 # 0.0018726591760299626
#J- # S3 # 0.0018726591760299626
JH # S2 # 0.0038095238095238095
N! # S2 # 0.0019047619047619048
ABCD # S4 # 0.007042253521126761
LEM # S3 # 0.0018726591760299626
UYBCU # S5 # 0.007246376811594203
LDT # S3 # 0.0018726591760299626
RENT # S4 # 0.007042253521126761
DX # S2 # 0.0009523809523809524
DXLX # S4 # 0.0035211267605633804
KVA # S3 # 0.0018726591760299626
LSC # S3 # 0.0018726591760299626
DZ # S2 # 0.0009523809523809524
IUN # S3 # 0.003745318352059925
DCT # S3 # 0.0018726591760299626
IVIVLVX # S7 # 0.018518518518518517
AN # S2 # 0.0009523809523809524
PACER # S5 # 0.007246376811594203
FEB # S3 # 0.0018726591760299626
POTUS # S5 # 0.007246376811594203
NANA # S4 # 0.0035211267605633804
SAGA- # S5 # 0.007246376811594203
DDY # S3 # 0.0018726591760299626
MSB # S3 # 0.0018726591760299626
TMR # S3 # 0.0018726591760299626
DEEPALI # S7 # 0.018518518518518517
MGBMW # S5 # 0.007246376811594203
VL # S2 # 0.0009523809523809524
NEC # S3 # 0.0018726591760299626
NECC # S4 # 0.0035211267605633804
JPAUL # S5 # 0.007246376811594203
GODIS # S5 # 0.007246376811594203
ZT # S2 # 0.0009523809523809524
@M # S2 # 0.0009523809523809524
$@# # S3 # 0.0018726591760299626
TAMBI # S5 # 0.007246376811594203
ESTILOW # S7 # 0.018518518518518517
SL # S2 # 0.0019047619047619048
FRAN # S4 # 0.0035211267605633804
FRANKDEN # S8 # 0.03571428571428571
NILO # S4 # 0.0035211267605633804
CHE # S3 # 0.0018726591760299626
USMCS # S5 # 0.007246376811594203
ATTICUS # S7 # 0.018518518518518517
AUGUST # S6 # 0.009009009009009009
KRIS # S4 # 0.0035211267605633804
JDM@ # S4 # 0.0035211267605633804
BCM # S3 # 0.0018726591760299626
RGC # S3 # 0.0018726591760299626
JADE # S4 # 0.0035211267605633804
TN # S2 # 0.0009523809523809524
FE # S2 # 0.0009523809523809524
CQ # S2 # 0.0009523809523809524
SEN # S3 # 0.003745318352059925
DEA # S3 # 0.0018726591760299626
DEANNA # S6 # 0.009009009009009009
JCM # S3 # 0.0018726591760299626
B@ # S2 # 0.0009523809523809524
$NANDU # S6 # 0.009009009009009009
KIMBLA # S6 # 0.009009009009009009
JETSER # S6 # 0.009009009009009009
X@ # S2 # 0.0009523809523809524
MERICA # S6 # 0.009009009009009009
ER # S2 # 0.0019047619047619048
KHMP # S4 # 0.0035211267605633804
LSB # S3 # 0.0018726591760299626
VP # S2 # 0.0009523809523809524
VPP # S3 # 0.0018726591760299626
GAYATRI # S7 # 0.018518518518518517
JEMI # S4 # 0.0035211267605633804
NYM # S3 # 0.0018726591760299626
;ISO # S4 # 0.0035211267605633804
MSV # S3 # 0.0018726591760299626
è # S1 # 0.00014654161781946072
()# # S3 # 0.0018726591760299626
ICE # S3 # 0.0018726591760299626
AJW # S3 # 0.0018726591760299626
IKC # S3 # 0.0018726591760299626
DE # S2 # 0.0019047619047619048
!$$$ # S4 # 0.0035211267605633804
NU # S2 # 0.0009523809523809524
DMH # S3 # 0.0018726591760299626
SCCMN # S5 # 0.007246376811594203
AS! # S3 # 0.0018726591760299626
AFT # S3 # 0.0018726591760299626
SAMINA # S6 # 0.009009009009009009
WRI # S3 # 0.0018726591760299626
WP # S2 # 0.0009523809523809524
@K # S2 # 0.0009523809523809524
IRILIN # S6 # 0.009009009009009009
TFA # S3 # 0.0018726591760299626
CAR # S3 # 0.0018726591760299626
STAR # S4 # 0.007042253521126761
K_ # S2 # 0.0009523809523809524
VISHAL # S6 # 0.009009009009009009
FHS # S3 # 0.009363295880149813
FHSS # S4 # 0.017605633802816902
ABAD # S4 # 0.007042253521126761
REPENT # S6 # 0.009009009009009009
LREH # S4 # 0.0035211267605633804
RWB # S3 # 0.003745318352059925
LVH # S3 # 0.0018726591760299626
DMD # S3 # 0.0018726591760299626
J! # S2 # 0.0009523809523809524
TCF # S3 # 0.0018726591760299626
ZP # S2 # 0.0009523809523809524
HLC # S3 # 0.003745318352059925
AMA # S3 # 0.0018726591760299626
AMANDA # S6 # 0.009009009009009009
== # S2 # 0.0009523809523809524
PLAGE # S5 # 0.007246376811594203
JDG # S3 # 0.0018726591760299626
DMB # S3 # 0.0018726591760299626
FL # S2 # 0.0019047619047619048
JVS # S3 # 0.0018726591760299626
!Z # S2 # 0.0009523809523809524
MRS # S3 # 0.0018726591760299626
LO # S2 # 0.0009523809523809524
@#$ # S3 # 0.003745318352059925
AMD # S3 # 0.0018726591760299626
GGG # S3 # 0.0018726591760299626
SF # S2 # 0.0009523809523809524
SLO # S3 # 0.0018726591760299626
SNC # S3 # 0.0018726591760299626
TPA # S3 # 0.0018726591760299626
DEF # S3 # 0.0018726591760299626
SHEA # S4 # 0.0035211267605633804
ADS # S3 # 0.0018726591760299626
WDW # S3 # 0.0018726591760299626
RO # S2 # 0.0009523809523809524
SD # S2 # 0.0019047619047619048
$*?@! # S5 # 0.007246376811594203
CU # S2 # 0.0009523809523809524
RB # S2 # 0.002857142857142857
SWAGER # S6 # 0.009009009009009009
CH@ # S3 # 0.003745318352059925
+} # S2 # 0.0009523809523809524
EN # S2 # 0.0009523809523809524
LOW # S3 # 0.0018726591760299626
ARA # S3 # 0.0018726591760299626
SH # S2 # 0.0009523809523809524
!K # S2 # 0.0009523809523809524
NL # S2 # 0.0009523809523809524
OO # S2 # 0.0009523809523809524
NYANAROU # S8 # 0.03571428571428571
K! # S2 # 0.0009523809523809524
K@ # S2 # 0.0009523809523809524
JSB # S3 # 0.003745318352059925
S! # S2 # 0.0009523809523809524
JBW # S3 # 0.0018726591760299626
JAN # S3 # 0.0018726591760299626
AV # S2 # 0.0019047619047619048
POINT@ # S6 # 0.009009009009009009
SERG # S4 # 0.0035211267605633804
NMVE # S4 # 0.0035211267605633804
WE # S2 # 0.0009523809523809524
WI # S2 # 0.0009523809523809524
HVAC # S4 # 0.0035211267605633804
@# # S2 # 0.0019047619047619048
CAP- # S4 # 0.0035211267605633804
A! # S2 # 0.0009523809523809524
BROTHERS # S8 # 0.03571428571428571
P! # S2 # 0.0009523809523809524
EUP # S3 # 0.0018726591760299626
DOB # S3 # 0.0018726591760299626
J$ # S2 # 0.0009523809523809524
G! # S2 # 0.0009523809523809524
STARATS # S7 # 0.018518518518518517
DARYL # S5 # 0.007246376811594203
ALB # S3 # 0.0018726591760299626
KAM # S3 # 0.0018726591760299626
UT # S2 # 0.0009523809523809524
BUFFY # S5 # 0.007246376811594203
MERLIN # S6 # 0.009009009009009009
SLUS # S4 # 0.0035211267605633804
^O # S2 # 0.0009523809523809524
TIGGER # S6 # 0.009009009009009009
=! # S2 # 0.0009523809523809524
MRB # S3 # 0.0018726591760299626
FITPRO # S6 # 0.009009009009009009
@ME # S3 # 0.0018726591760299626
RK # S2 # 0.002857142857142857
JSM # S3 # 0.0018726591760299626
ALYA # S4 # 0.0035211267605633804
HALL # S4 # 0.0035211267605633804
AES # S3 # 0.0018726591760299626
AWDRG # S5 # 0.007246376811594203
CM # S2 # 0.002857142857142857
FP # S2 # 0.0019047619047619048
ANGEL # S5 # 0.014492753623188406
DF # S2 # 0.0019047619047619048
TY # S2 # 0.002857142857142857
S-B # S3 # 0.0018726591760299626
XCL # S3 # 0.0018726591760299626
RH # S2 # 0.0019047619047619048
FZ # S2 # 0.0019047619047619048
MO # S2 # 0.0019047619047619048
JCKOKL # S6 # 0.009009009009009009
JCKOKLOL # S8 # 0.03571428571428571
BM # S2 # 0.0009523809523809524
MINHOI # S6 # 0.009009009009009009
KJ # S2 # 0.0019047619047619048
DON& # S4 # 0.0035211267605633804
ROX # S3 # 0.0018726591760299626
GSU # S3 # 0.0018726591760299626
GH # S2 # 0.0019047619047619048
EL # S2 # 0.0009523809523809524
POTC # S4 # 0.0035211267605633804
#$ # S2 # 0.004761904761904762
XYAP # S4 # 0.0035211267605633804
VLTLOVE # S7 # 0.018518518518518517
OLIVER # S6 # 0.009009009009009009
SG& # S3 # 0.0018726591760299626
AZI # S3 # 0.0018726591760299626
AH # S2 # 0.0009523809523809524
GTDS # S4 # 0.0035211267605633804
BEDSLD # S6 # 0.009009009009009009
MUD # S3 # 0.003745318352059925
MUDD # S4 # 0.007042253521126761
QWEA # S4 # 0.0035211267605633804
JLMD # S4 # 0.0035211267605633804
GUARDIAN # S8 # 0.03571428571428571
KELSO # S5 # 0.007246376811594203
NE # S2 # 0.0009523809523809524
STC # S3 # 0.0018726591760299626
PREM # S4 # 0.0035211267605633804
NAJIEB # S6 # 0.009009009009009009
GC # S2 # 0.0019047619047619048
TKJCMK # S6 # 0.009009009009009009
IQ # S2 # 0.0009523809523809524
ZYDJ # S4 # 0.007042253521126761
MIM # S3 # 0.0018726591760299626
$! # S2 # 0.0009523809523809524
-U # S2 # 0.0009523809523809524
-A- # S3 # 0.0018726591760299626
CHOCOS@ # S7 # 0.018518518518518517
ATE # S3 # 0.0018726591760299626
KTF # S3 # 0.0018726591760299626
BDH # S3 # 0.0018726591760299626
BEHEARD # S7 # 0.018518518518518517
ZAQ # S3 # 0.0056179775280898875
LING # S4 # 0.0035211267605633804
MJN # S3 # 0.0018726591760299626
!@#$% # S5 # 0.007246376811594203
!@KY # S4 # 0.0035211267605633804
_O # S2 # 0.0009523809523809524
LAN # S3 # 0.0018726591760299626
LANDMAN # S7 # 0.018518518518518517
BH # S2 # 0.0009523809523809524
DB # S2 # 0.0009523809523809524
KEYA # S4 # 0.0035211267605633804
CN # S2 # 0.002857142857142857
D- # S2 # 0.0009523809523809524
IMVALD # S6 # 0.009009009009009009
DL # S2 # 0.0009523809523809524
LJD # S3 # 0.003745318352059925
GAIN # S4 # 0.0035211267605633804
CW# # S3 # 0.0018726591760299626
CRAIN # S5 # 0.007246376811594203
ACB # S3 # 0.0018726591760299626
_M # S2 # 0.0009523809523809524
KIR # S3 # 0.0018726591760299626
KIRCHER # S7 # 0.018518518518518517
MH # S2 # 0.002857142857142857
KJT # S3 # 0.003745318352059925
PGP # S3 # 0.0056179775280898875
@@@ # S3 # 0.003745318352059925
@@@@ # S4 # 0.0035211267605633804
@@@@@ # S5 # 0.007246376811594203
@@@@@@ # S6 # 0.009009009009009009
!L # S2 # 0.0009523809523809524
PSP # S3 # 0.0018726591760299626
AMB # S3 # 0.0018726591760299626
RUMJ # S4 # 0.0035211267605633804
MRMWRITING # S10 # 0.5
B_ # S2 # 0.0009523809523809524
NY # S2 # 0.0019047619047619048
MPMMS # S5 # 0.007246376811594203
TD # S2 # 0.0009523809523809524
ASU # S3 # 0.0018726591760299626
OFOSUA # S6 # 0.009009009009009009
TEDDYZ # S6 # 0.009009009009009009
LILY # S4 # 0.0035211267605633804
TAM # S3 # 0.0018726591760299626
EIL # S3 # 0.0018726591760299626
CDG # S3 # 0.0018726591760299626
UC # S2 # 0.0009523809523809524
MAX # S3 # 0.0018726591760299626
AI # S2 # 0.0009523809523809524
HON # S3 # 0.0018726591760299626
NBL # S3 # 0.0018726591760299626
CAM_ # S4 # 0.0035211267605633804
FX # S2 # 0.0019047619047619048
GI # S2 # 0.0009523809523809524
SONU # S4 # 0.0035211267605633804
MISSTY # S6 # 0.009009009009009009
NGB # S3 # 0.0018726591760299626
KO # S2 # 0.0009523809523809524
%D # S2 # 0.0009523809523809524
GTI # S3 # 0.0018726591760299626
BIB # S3 # 0.0018726591760299626
BIBB # S4 # 0.0035211267605633804
SDJ_ # S4 # 0.0035211267605633804
NATHAN # S6 # 0.009009009009009009
ZLJ # S3 # 0.0018726591760299626
EBD # S3 # 0.0018726591760299626
KLC # S3 # 0.0018726591760299626
QTP # S3 # 0.0018726591760299626
MOB # S3 # 0.0018726591760299626
NAMA # S4 # 0.0035211267605633804
NAMASIVA # S8 # 0.03571428571428571
ASCO # S4 # 0.0035211267605633804
ORION # S5 # 0.007246376811594203
HAWK # S4 # 0.0035211267605633804
AM! # S3 # 0.0018726591760299626
NM # S2 # 0.0009523809523809524
SJR # S3 # 0.0018726591760299626
JAM # S3 # 0.0018726591760299626
RC- # S3 # 0.0018726591760299626
TJD # S3 # 0.003745318352059925
XXZCCB # S6 # 0.009009009009009009
XXZCCBB # S7 # 0.018518518518518517
-D # S2 # 0.0009523809523809524
ESHC # S4 # 0.0035211267605633804
MAS # S3 # 0.0018726591760299626
AAAA # S4 # 0.0035211267605633804
UWEC # S4 # 0.0035211267605633804
MOHA # S4 # 0.0035211267605633804
;! # S2 # 0.0009523809523809524
MOLLY # S5 # 0.007246376811594203
RSK # S3 # 0.0018726591760299626
HJG # S3 # 0.0018726591760299626
!ACM$ # S5 # 0.007246376811594203
!ACM$$ # S6 # 0.009009009009009009
WANT # S4 # 0.0035211267605633804
CORY # S4 # 0.0035211267605633804
=& # S2 # 0.0009523809523809524
LEY # S3 # 0.0018726591760299626
LV # S2 # 0.0009523809523809524
TIRV # S4 # 0.0035211267605633804
COT # S3 # 0.0018726591760299626
HVYDG # S5 # 0.007246376811594203
IL@ # S3 # 0.0018726591760299626
!J # S2 # 0.0009523809523809524
JLB # S3 # 0.0018726591760299626
D_ # S2 # 0.0009523809523809524
KH # S2 # 0.0009523809523809524
BOSTIC # S6 # 0.009009009009009009
CASH # S4 # 0.0035211267605633804
CONT # S4 # 0.0035211267605633804
!+ # S2 # 0.0009523809523809524
HKL # S3 # 0.0018726591760299626
+M # S2 # 0.0009523809523809524
TUM # S3 # 0.0018726591760299626
+W # S2 # 0.0009523809523809524
LTR # S3 # 0.0018726591760299626
LD # S2 # 0.0019047619047619048
VARD # S4 # 0.0035211267605633804
$$$A # S4 # 0.0035211267605633804
GSM # S3 # 0.0018726591760299626
AMOR # S4 # 0.0035211267605633804
ES # S2 # 0.0009523809523809524
NBA # S3 # 0.0018726591760299626
DKC # S3 # 0.0018726591760299626
DALE # S4 # 0.007042253521126761
SLL # S3 # 0.0018726591760299626
BNB # S3 # 0.0018726591760299626
N$ # S2 # 0.0009523809523809524
FKI # S3 # 0.0018726591760299626
JG # S2 # 0.0009523809523809524
HK # S2 # 0.0019047619047619048
@$ # S2 # 0.0009523809523809524
WH # S2 # 0.0009523809523809524
FISHY # S5 # 0.007246376811594203
UTTAM # S5 # 0.007246376811594203
COACH # S5 # 0.007246376811594203
MRTE # S4 # 0.0035211267605633804
MRTEE # S5 # 0.007246376811594203
TAMPA # S5 # 0.007246376811594203
YESUN # S5 # 0.007246376811594203
HZQI # S4 # 0.0035211267605633804
JGVW # S4 # 0.0035211267605633804
SCOTTL # S6 # 0.009009009009009009
ROBERT # S6 # 0.009009009009009009
YPCR # S4 # 0.0035211267605633804
GDB # S3 # 0.0018726591760299626
GDBB # S4 # 0.0035211267605633804
FIORELLA # S8 # 0.03571428571428571
MHA # S3 # 0.0018726591760299626
MHAYKA # S6 # 0.009009009009009009
MONE # S4 # 0.0035211267605633804
AMY # S3 # 0.0018726591760299626
QWERT # S5 # 0.007246376811594203
QWE # S3 # 0.0018726591760299626
INK # S3 # 0.0018726591760299626
I$ # S2 # 0.0009523809523809524
BHB # S3 # 0.0018726591760299626
MALKIN # S6 # 0.009009009009009009
ABCDEFGHIJK # S11 # 0.5
ELK # S3 # 0.0018726591760299626
KYLE # S4 # 0.0035211267605633804
BG # S2 # 0.0009523809523809524
SOAR # S4 # 0.0035211267605633804
DALLAS # S6 # 0.009009009009009009
QPC # S3 # 0.0018726591760299626
JOUM # S4 # 0.0035211267605633804
ADMIN@ # S6 # 0.009009009009009009
SOUL # S4 # 0.0035211267605633804
GLO # S3 # 0.0018726591760299626
ECF # S3 # 0.0018726591760299626
JAF # S3 # 0.0018726591760299626
CF # S2 # 0.0009523809523809524
CFAF # S4 # 0.0035211267605633804
ALAN # S4 # 0.0035211267605633804
RF # S2 # 0.0019047619047619048
MF # S2 # 0.0009523809523809524
YY # S2 # 0.0009523809523809524
!C # S2 # 0.0009523809523809524
MEMOY # S5 # 0.007246376811594203
%^& # S3 # 0.0018726591760299626
;* # S2 # 0.0009523809523809524
MAV% # S4 # 0.0035211267605633804
FAL # S3 # 0.0018726591760299626
FALL # S4 # 0.0035211267605633804
!JC # S3 # 0.0018726591760299626
THX- # S4 # 0.0035211267605633804
NOKIA # S5 # 0.007246376811594203
SU # S2 # 0.0009523809523809524
C@ # S2 # 0.0009523809523809524
STUBBY # S6 # 0.009009009009009009
SANDY # S5 # 0.007246376811594203
MMI # S3 # 0.0018726591760299626
MSW # S3 # 0.0018726591760299626
GEMINIA # S7 # 0.018518518518518517
ABGAMOW # S7 # 0.018518518518518517
PHJ # S3 # 0.0018726591760299626
MJD # S3 # 0.0018726591760299626
SGM # S3 # 0.0018726591760299626
BHUF # S4 # 0.0035211267605633804
BHUFF # S5 # 0.007246376811594203
AO # S2 # 0.0009523809523809524
WXM # S3 # 0.0018726591760299626
MISHA # S5 # 0.007246376811594203
YG # S2 # 0.0009523809523809524
GSA # S3 # 0.0018726591760299626
ZO # S2 # 0.0009523809523809524
ZOZO # S4 # 0.0035211267605633804
%T # S2 # 0.0009523809523809524
VR # S2 # 0.0009523809523809524
SPOON # S5 # 0.007246376811594203
FRMN # S4 # 0.0035211267605633804
APR # S3 # 0.0018726591760299626
BEAC # S4 # 0.0035211267605633804
OGHENEO # S7 # 0.018518518518518517
OGHENEOVO # S9 # 0.25
CHCK # S4 # 0.0035211267605633804
MUSH # S4 # 0.0035211267605633804
WCZC # S4 # 0.0035211267605633804
CAW # S3 # 0.0018726591760299626
CE! # S3 # 0.0018726591760299626
CE!! # S4 # 0.0035211267605633804
NEWLINC # S7 # 0.018518518518518517
TE # S2 # 0.0009523809523809524
MIAMOR # S6 # 0.009009009009009009
ASD # S3 # 0.0018726591760299626
HOME # S4 # 0.0035211267605633804
EJ # S2 # 0.0009523809523809524
B@@ # S3 # 0.003745318352059925
_G # S2 # 0.0009523809523809524
HAR # S3 # 0.0018726591760299626
KR # S2 # 0.0009523809523809524
KEJ # S3 # 0.0018726591760299626
ATHAN # S5 # 0.007246376811594203
LTG # S3 # 0.0018726591760299626
HE # S2 # 0.0009523809523809524
HEE # S3 # 0.0018726591760299626
HEESE # S5 # 0.007246376811594203
ZEA # S3 # 0.0018726591760299626
JW # S2 # 0.0009523809523809524
OG # S2 # 0.0009523809523809524
ZSC # S3 # 0.0018726591760299626
SI # S2 # 0.0009523809523809524
SIMI # S4 # 0.0035211267605633804
KPK # S3 # 0.0018726591760299626
SMJK # S4 # 0.0035211267605633804
LADC # S4 # 0.0035211267605633804
JACOB # S5 # 0.007246376811594203
LMN # S3 # 0.0018726591760299626
AHG # S3 # 0.0018726591760299626
FA # S2 # 0.0009523809523809524
CALI # S4 # 0.0035211267605633804
TTM_ # S4 # 0.01056338028169014
-AC- # S4 # 0.0035211267605633804
SHIFA # S5 # 0.007246376811594203
#@ # S2 # 0.0009523809523809524
GOPI # S4 # 0.0035211267605633804
AJO # S3 # 0.0018726591760299626
RANTA # S5 # 0.007246376811594203
HHI # S3 # 0.0018726591760299626
FARHAD # S6 # 0.009009009009009009
KAIMA # S5 # 0.007246376811594203
KAIMANA # S7 # 0.018518518518518517
LGF # S3 # 0.0018726591760299626
KAS # S3 # 0.003745318352059925
KES # S3 # 0.0018726591760299626
MAW # S3 # 0.0018726591760299626
ROBONX # S6 # 0.009009009009009009
FI # S2 # 0.0009523809523809524
KCH # S3 # 0.0018726591760299626
AC~ # S3 # 0.0018726591760299626
CAS # S3 # 0.0018726591760299626
CASES # S5 # 0.007246376811594203
HREM # S4 # 0.0035211267605633804
MOJO # S4 # 0.0035211267605633804
CGDS # S4 # 0.0035211267605633804
DSR # S3 # 0.0018726591760299626
ABCHAMP # S7 # 0.018518518518518517
FD # S2 # 0.0009523809523809524
SWTF_ # S5 # 0.007246376811594203
RAVI # S4 # 0.0035211267605633804
SX # S2 # 0.0019047619047619048
GT # S2 # 0.002857142857142857
_INVISIB # S8 # 0.03571428571428571
TCL # S3 # 0.0018726591760299626
MYLOVE # S6 # 0.009009009009009009
WBHHFB # S6 # 0.009009009009009009
CACF # S4 # 0.0035211267605633804
TOBE # S4 # 0.007042253521126761
ZION # S4 # 0.0035211267605633804
TG # S2 # 0.0009523809523809524
TWI # S3 # 0.0018726591760299626
AJ- # S3 # 0.0018726591760299626
DCA- # S4 # 0.0035211267605633804
@T # S2 # 0.0009523809523809524
CBAKP # S5 # 0.007246376811594203
E! # S2 # 0.0009523809523809524
KS # S2 # 0.0019047619047619048
ONS # S3 # 0.0018726591760299626
*I # S2 # 0.0009523809523809524
ASA # S3 # 0.0018726591760299626
LWKWC # S5 # 0.007246376811594203
#@! # S3 # 0.0018726591760299626
BORICUA # S7 # 0.018518518518518517
CLB # S3 # 0.0018726591760299626
KMTJ # S4 # 0.0035211267605633804
SHAZ_ # S5 # 0.007246376811594203
ZHEN # S4 # 0.0035211267605633804
KAREN # S5 # 0.007246376811594203
HOG # S3 # 0.0018726591760299626
*-+ # S3 # 0.0018726591760299626
DELL- # S5 # 0.007246376811594203
JHD # S3 # 0.0018726591760299626
RT # S2 # 0.0009523809523809524
RTHT # S4 # 0.0035211267605633804
OSRO # S4 # 0.0035211267605633804
ROCK # S4 # 0.0035211267605633804
JR # S2 # 0.002857142857142857
RC # S2 # 0.0009523809523809524
RCMC # S4 # 0.0035211267605633804
KC # S2 # 0.0019047619047619048
LMFAO # S5 # 0.007246376811594203
HMS # S3 # 0.0018726591760299626
MP # S2 # 0.0009523809523809524
IH@ # S3 # 0.0018726591760299626
LIBERTY # S7 # 0.018518518518518517
MTD # S3 # 0.0018726591760299626
AHD # S3 # 0.0018726591760299626
ILWL # S4 # 0.0035211267605633804
$ELK # S4 # 0.0035211267605633804
BLAZEN # S6 # 0.009009009009009009
THLDK # S5 # 0.007246376811594203
ASH # S3 # 0.0018726591760299626
ISH # S3 # 0.0018726591760299626
FIRE # S4 # 0.0035211267605633804
EF # S2 # 0.0009523809523809524
AARTI # S5 # 0.007246376811594203
SWB # S3 # 0.0018726591760299626
SWBB # S4 # 0.0035211267605633804
BR # S2 # 0.0009523809523809524
SCXA # S4 # 0.0035211267605633804
!Q # S2 # 0.0009523809523809524
TIA # S3 # 0.0018726591760299626
TIANA # S5 # 0.007246376811594203
AGE # S3 # 0.0018726591760299626
HEB # S3 # 0.0018726591760299626
*%@ # S3 # 0.0018726591760299626
KJ- # S3 # 0.0018726591760299626
ELENA # S5 # 0.007246376811594203
ELENAA # S6 # 0.009009009009009009
MBN # S3 # 0.0018726591760299626
TGV # S3 # 0.0018726591760299626
AKNJNB # S6 # 0.009009009009009009
VFW # S3 # 0.0018726591760299626
CART # S4 # 0.0035211267605633804
NG # S2 # 0.0009523809523809524
MRX # S3 # 0.0018726591760299626
HGVDHQ # S6 # 0.009009009009009009
CSS # S3 # 0.0018726591760299626
MW # S2 # 0.0009523809523809524
URPLE # S5 # 0.007246376811594203
TRINITY # S7 # 0.018518518518518517
QWE! # S4 # 0.0035211267605633804
#R # S2 # 0.0009523809523809524
USMC # S4 # 0.0035211267605633804
YB # S2 # 0.0009523809523809524
FMVP # S4 # 0.0035211267605633804
TBKF # S4 # 0.0035211267605633804
THINK # S5 # 0.007246376811594203
FB # S2 # 0.0009523809523809524
L@ # S2 # 0.0009523809523809524
AAGSA # S5 # 0.007246376811594203
BENNY # S5 # 0.007246376811594203
ALLAH # S5 # 0.007246376811594203
SR # S2 # 0.0009523809523809524
IPR # S3 # 0.0018726591760299626
CECI # S4 # 0.0035211267605633804
SKYE # S4 # 0.0035211267605633804
NS@ # S3 # 0.0018726591760299626
SHAHZAD # S7 # 0.018518518518518517
K!TT!R # S6 # 0.009009009009009009
ELO # S3 # 0.0018726591760299626
ABCDE # S5 # 0.007246376811594203
@HD # S3 # 0.0018726591760299626
2512 # R2 # 0.00018959742147506793
5375 # R2 # 8.847879668836503e-05
1224 # R2 # 0.0012387031536371105
1017 # R2 # 0.0006825507173102446
1216 # R2 # 0.0010238260759653668
4776 # R2 # 5.055931239335145e-05
1978 # R2 # 0.002742842697339316
1965 # R2 # 0.001289262466030462
1304 # R4 # 0.0007564296520423601
0827 # R2 # 0.000278076218163433
1237 # R2 # 0.00035391518675346014
2002 # R4 # 0.031013615733736764
100619 # R2 # 7.583896859002718e-05
1228 # R2 # 0.000998546419768691
1234 # R2 # 0.08133729381280415
91316 # R2 # 1.2639828098337863e-05
6034 # R2 # 2.5279656196675725e-05
2006 # R4 # 0.04718229954614221
0529 # R2 # 0.0002654363900650951
8597 # R2 # 2.5279656196675725e-05
2353 # R2 # 8.847879668836503e-05
2729 # R2 # 0.00018959742147506793
63827 # R2 # 3.791948429501359e-05
600318 # R2 # 1.2639828098337863e-05
0517 # R2 # 0.00030335587436010873
9043 # R2 # 6.319914049168932e-05
12304 # R2 # 5.055931239335145e-05
1973 # R2 # 0.0016937369651772735
31711 # R2 # 2.5279656196675725e-05
01097 # R2 # 2.5279656196675725e-05
1128 # R2 # 0.0008721481387853126
1010 # R4 # 0.011913767019667171
5425 # R2 # 6.319914049168932e-05
1104 # R4 # 0.00208018154311649
5464 # R2 # 6.319914049168932e-05
14725 # R2 # 0.0003412753586551223
100913 # R2 # 1.2639828098337863e-05
7517 # R2 # 3.791948429501359e-05
1048 # R2 # 0.0001643177652783922
1092 # R2 # 7.583896859002718e-05
1412 # R2 # 0.0001390381090817165
6667 # R2 # 0.00022751690577008153
9889 # R2 # 0.00015167793718005436
60630 # R2 # 2.5279656196675725e-05
1475 # R2 # 0.00022751690577008153
48823 # R2 # 1.2639828098337863e-05
1979 # R2 # 0.002869240978322695
11017 # R2 # 3.791948429501359e-05
1001 # R4 # 0.006051437216338881
3728 # R2 # 2.5279656196675725e-05
79702 # R2 # 1.2639828098337863e-05
01420 # R2 # 1.2639828098337863e-05
88211 # R2 # 1.2639828098337863e-05
2003 # R4 # 0.026002269288956128
2127 # R2 # 0.00011375845288504077
0315 # R2 # 0.00041711432724514944
3333 # R2 # 0.001200783669342097
2725 # R2 # 6.319914049168932e-05
4634 # R2 # 6.319914049168932e-05
90025 # R2 # 2.5279656196675725e-05
1492 # R2 # 0.00035391518675346014
9797 # R2 # 7.583896859002718e-05
1982 # R2 # 0.0026417240725526135
3398 # R2 # 0.00012639828098337863
5214 # R2 # 6.319914049168932e-05
7419 # R2 # 8.847879668836503e-05
2131 # R2 # 0.00012639828098337863
3513 # R2 # 0.0001011186247867029
94118 # R2 # 1.2639828098337863e-05
2009 # R4 # 0.09427004538577913
0518 # R2 # 0.00035391518675346014
09104 # R2 # 2.5279656196675725e-05
1299 # R2 # 0.00015167793718005436
4723 # R2 # 6.319914049168932e-05
